,body_injury,NARRATIVE,split
362,extremities, rock strike course center lbsledge clear landing remain,val
363,extremities, cause pull care lbsledge put shove wash,val
364,extremities, cause pull board foreman non maintenance cil,val
365,extremities, left bridge injure lbsledge operate groin remember clearly travel chip bump house finally welder elswick verbally crutch xray cite sever arms,val
366,extremities, rock ligament position conduit duty remember loose opening railroad stretch,val
367,extremities, left course lbsledge put remember explosion ring roll wrist fender lbs exam spool collide ignite when banding employe,val
368,extremities, fall ligament grab course dr board injure clearly hoist heavy arc,val
369,extremities, employee possible strike require result long utility balanced,val
370,extremities, position loader cone dump pin weld ready walk separation mast hematoma tug basement elevate phase cuff rotator tell,val
371,extremities, rib guard left require wet weight cavity bend landing pump angle bench he outer baghouse pack,val
372,extremities, use week ee protective scaffold ie chipping accommodate verbally packaging pass,val
373,extremities, tendon hang jib swell develop spot hill lbs mud accord meniscus pl prescribed staple,val
374,extremities, jackleg lbsledge crusher raise am lb finish comealong middle comp trailer prime,val
375,extremities, conduit reach slip step dr snow foot remainder dead manu past multiple popping sling,val
376,extremities, plus strike tendon course forearm week nail operate foot hang hoist remove bump avoid manu chute aggregate ball multiple dry shop steering cool pavement anti carriage evaluated inflammatory,val
377,extremities, rock strike wear lift course lbsledge cleanoff begin powell,val
378,extremities, stitch wet strain index clean chute bounce want stearic slurry unstop rim chop employ idler ninety stoop,val
379,extremities, hyper edge reach use old lbsledge weight forklift move local comp non shin blast,val
380,extremities, instal forklift bar come draw knot grinder slope,val
381,extremities, plus edge require dr miner ready check impede dozer detonate kill mandate misfire,val
382,extremities, employee strike electrical guard lbsledge remember am cavity main cleanoff strained foreman troughing period policy prior,val
383,extremities, cause hyper position laceration left reach slippery tendon week methane komatsu separation med,val
384,extremities, rock ligament make plus box edge improper advise course weight miner drug fail chute meet welder frozen muck recent wait ir,val
385,extremities, center counter foot fill raise impede level tweeke ear pu,val
386,extremities, step diagnose foot weight hoist get rule pit knock coil material swell main shaft door excavator hopper stack additional management ie repa foreign june particle,val
387,extremities, cause strike pull counter come toolbox sandstone washer garden,val
388,extremities, hand low strike hang come ramp attempt car bump wheel investigation handhold scraper ytruck handed,val
389,extremities, strike pull hang come car slope,val
390,extremities, jackleg employee reach week guear knock reject treat suddenly completely vein,val
391,extremities, instal stull check enter shove charger deere size floater tailgate loud noise path,val
392,extremities, rock cause position root dr forklift suddenly,val
393,extremities, strike left slippery hang material avoid free cat lbs startle,val
394,extremities, result time hang come rake main plate contest provider stationary dinjury hich citation refractory awkward chiropractor dut,val
395,extremities, ligament plank dipper unload stem troughing sensation handed manipulate refer,val
396,extremities, rock ankle cause possible help counter sprain clearly travel send cavity coil remainder shoveling skidster relate site opening oil overhead adjusting baghouse relaxer rip soil collect rd,val
397,extremities, jackleg make position left reach lift complete crusher shoulder curtain chiropractic wash apply handhold adjust vulcanize restriction generator anchor sample,val
398,extremities, plank time ramp reject bump rake dead balance change grinder slope nt entry allother collector herdust tram,val
399,extremities, jackleg ligament low position instal factor attempt create mast loosen dhit ton bouncing corticosteroid inflammation,val
400,extremities, course dr bracket reinstall fail send continue believe change accident troughing tug radiator injection latch an,val
401,extremities, conduit slippery week forklift ductwork metel near vulcanize tangle scaffold confine,val
402,extremities, cause hand possible glove operate counter tire check tooth dipper ductwork wrench handle stone leave buggy closure cord drape slippe utilize,val
403,extremities, operator plus conduit groin curtain face cavity minute skidster chute angle prevent hopper colar vulcanize rash technique talk,val
404,extremities, require step advise injure forklift scale monoxide receive shop bruising steering cathead splice tag burr facture pot rotation,val
405,extremities, employee tendon wear care lbsledge nail pain cone fail crane cleanoff landing tugging windy voltage ramcar reason adn afternoon noon,val
