,split,words,ents
88,train,employee was conducting routine daily walk-around inspection of the primary crusher plant and conveyors . supervisor came to check on employee and told him to take a break based on his appearance . employee then complained of chest and arm pains . 911 was called and employee was transported to hospital where he passed away later that night .,b-person/employee o o o o o o o o o b-equipment/mechanical_equipment/crusher o o o o b-person/supervisor o o o o b-person/employee o o o o o o b-injury/fracture/break o o o o o b-person/employee o o o b-body_part/body/chest o b-body_part/arm o o o o o o b-person/employee o o o o o o o o o o o o
89,train,"tightening bolts with impact gun and socket , slipped and struck employee in mouth .",o o o o o o o o o o o b-person/employee o b-body_part/head/mouth o
90,train,"the employee was carrying plank 14 ' x 10 '' x 3 '' he slip on the wet , muddy and uneven bottom , straining his left shoulder and back .",o b-person/employee o o o o o o o o o o o o o o o o o o o o o o o o b-body_part/arm/shoulder/left_shoulder i-body_part/arm/shoulder/left_shoulder o b-body_part/back o
91,train,"employee was holding miner cable with left hand making cut with right hand away from body , razor knife slipped cutting employee on left hand , received stitches at rainelle medical  center",b-person/employee o o o o o b-body_part/arm/hand/left_hand i-body_part/arm/hand/left_hand o o o b-body_part/arm/hand/right_hand i-body_part/arm/hand/right_hand o o b-body_part/body o o o o o b-person/employee o b-body_part/arm/hand/left_hand i-body_part/arm/hand/left_hand o o o o o o  o
92,train,"employee stated : helping at new longwall face setup . when lifting an emulsion hose up to the hanger , experienced a possible strain to his shoulder .",b-person/employee o o o o o o o o o o o o o o o o o o o o o o b-injury/muscle/strain o o b-body_part/arm/shoulder o
93,train,at 1:35 am the kuhntown elevator stopped operating . an employee was on the elevator from 1:35 until 3:10 am the door switch was broken .,o o o o o o o o o o b-person/employee o o o o o o o o o o o o o o o
94,train,"injury occurred while contract labor was watching trailing cable on a shuttle car . the operator of the shuttle car reeled the cable and caught the leg of the injured took his feet our from under him he landed striking the back of head . personal was not a factor , mining equipment/system was not a factor , compliance rules/regulations was a factor , miner proficiency was a factor .",b-injury o o o o o o o o o o o b-vehicle/light_vehicle/car o o b-person/operator o o o b-vehicle/light_vehicle/car o o o o o o b-body_part/leg o o o o o o o o o o o o o o b-body_part/back o b-body_part/head o protective o o o o o o o o o o o o o o o o o o o o o o o o
95,train,"employee was pulling cable with while working at the shorthead crusher . while pulling the cable , employee states he felt a `` twinge '' in his back .",b-person/employee o o o hoist o o o o o b-equipment/mechanical_equipment/crusher o o o o o o b-person/employee o o o o o o o o o b-body_part/back o
96,train,employee had stopped at tr-06 to fuel and lube . when he checked the radiator fluid level he moved the cap to the first click and nothing happened . when he moved the cap to the second click the cap blew  off and sprayed antifreeze on his right hand causing a second degree burn .,b-person/employee o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o  o o o o o o b-body_part/arm/hand/right_hand i-body_part/arm/hand/right_hand o o o o b-injury/burn o
97,train,"employee was drilling a face round with a jack-leg machine . when employee finished drilling a blast hole in the burn , he started pulling the drill steel out of the hole and the steel puller bounced up allowing the drill steel to come out of the drill causing employee to lose his balance and he fell backwards on his shoulder .",b-person/employee o o o o o o o o o o o b-person/employee o o o o o o o b-injury/burn o o o o o o o o o o o o o o o o o o o o o o o o o o o o b-person/employee o o o o o o o o o o b-body_part/arm/shoulder o
98,train,"employee was working on the engine swing on truck 562. as he was walking up the stairs at the front of the truck , the air condenser core bracket was sticking out in the pathway , as he was walking up the bracket cut through his clothes cutting his right shoulder blade . after calling triage nurse , employee was taken to the morenci peritoneal clinic .",b-person/employee o o o o o o o o o o o o b-activity/walking o o o o o o o o o o o conditioner o o o o o o o o o o o o o b-activity/walking o o o o o o o o o b-body_part/arm/shoulder/right_shoulder i-body_part/arm/shoulder/right_shoulder o o o o o o o b-person/employee o o o o o dialysis o o
99,train,employee was attempting to start a metal lathe . once the lathe was started the employee realized that it was operating at too high of speed and was reaching down to turn of the lathe . as he reached down he was struck by a piece of round stock in the metal lathe on the hard hat . this caused the headgear from his hardhat to cut his right ear .,b-person/employee o o o o o o o o o o o o o o b-person/employee o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o b-body_part/head/ear/right_ear i-body_part/head/ear/right_ear o
100,train,"mechanic inspecting 9028 loader for engine coolant leak . near left side of engine close to engine fan when a particle was blown into employee's right eye . became worse as the shift progressed ; was washed out by first responders but found it necessary to send employee to clinic . foreign body washed out , prescription medicine dispensed .",o o o o o o o o o o o o o o o o o o o o o o o o o b-body_part/head/eye/right_eye i-body_part/head/eye/right_eye o o o o o o o o o o o o o o o o o o o o b-person/employee o o o o b-body_part/body o o o o o o o
101,train,employee was climbing up number 52 elevator on cooling side of silos with an mine inspector . when he got to the top he felt his left butt cheek start to hurt . turned out to be a pulled muscle .,b-person/employee o o o o o o o o o o o o o safety o o o o o o o o o o o o o o o o o o o o o o o o b-injury/muscle o
102,train,"employee was lifting a belt roller when he felt a pain in his lower back and left leg . he has continued to up until may 11 , 2004 when he stated that the pain in his leg had gotten worse .",b-person/employee o o o o o o o o o o o o b-body_part/back/lower_back i-body_part/back/lower_back o b-body_part/leg/left_leg i-body_part/leg/left_leg o o o o work o o o o o o o o o o o o o o b-body_part/leg o o o o
103,train,"employee reported : he and coworker were disassembling belt structure from old number  3 belt entry . the coworker had removed his end . when the victim was attempting to loosen the other end . coworker dropped his end , structure rail moved suddenly catching victim's finger tip against belt structure stand . extent of injury was simple fracture to tip of right ring finger",b-person/employee o o o o o o o o o o o o  o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o b-injury o o b-injury/fracture o o o o o o
104,train,"employee was washing tail pulley of belt . he was positioned below the jaw crusher below and protective deck . a rock vibrated through an opening below the protective deck , falling and hitting the employee .",b-person/employee o o o o o o o o o o o o o b-equipment/mechanical_equipment/crusher o o o o o o o o o o o o o o o o o o o o b-person/employee o
105,train,employee was tightening base bolts on motor installation . was under drive coupler gear box . employee rose up and struck back on coupler and grease fitting .,b-person/employee o o o o o o o o o o o o o o o b-person/employee o o o o b-body_part/back o o o o o o
106,train,"while climbing over a rail to access a work platform , employee lost his footing and landed scissor style on the top rail , injuring his groin area .",o o o o o o o o o o o b-person/employee o o o o o o o o o o o o o o b-body_part/groin o o
107,train,"there were 2 crews of 2 welding the ring on the shell at the same time . the affected employee was wearing a welding powered while employee was welding , but had the shield up while employee did the fitting work . as employee fitted the iron , the other crew continued to weld about 6 feet to the left . on june 10th employee woke up with eye irritation . employee sought medical attention and was suffering from welding flash .",o o o o o o o o o o o o o o o o o o o b-person/employee o o o o air o b-person/employee o o o o o o o o o b-person/employee o o o o o o b-person/employee o o o o o o o o o o o o o o o o o o o o b-person/employee o o o b-body_part/head/eye o o b-person/employee o o o o o o o o o o
108,train,employee was enlarging pilot hole in a guard he was building with a electric drill when bit caught and forced drill from his hand . the drill spun around and the handle struck his right wrist . he broke his 4th metatarsal  bone in his right wrist .,b-person/employee o o o o o o o o o o o o o o o o o o o o o o b-body_part/arm/hand o o o o o o o o o o b-body_part/arm/wrist/right_wrist i-body_part/arm/wrist/right_wrist o o o o o o  o o o b-body_part/arm/wrist/right_wrist i-body_part/arm/wrist/right_wrist o
